yr,arena,dato,athlete_id,sex,klasse,klasse_kjonn,fodselsdato,fodselsaar,alder_dager,alder_aar,fodt_kvartal,ovelse,ovelse_navn,resultattype,kategori,performance,verdi,manuell,performance_value,wind,is_wind_legal,is_manual_time,round,place
2012,Romerike Friidrettstadion,2012-09-09,8c5657d2-6c77-471d-9f90-272431bcb43b,G,13,G13,,1999,,,,1500m,1500 meter,time,middle_distance,5:09.22,309.22,False,30922.0,,True,False,final,10.0
2012,Romerike Friidrettstadion,2012-09-09,d475081c-38ac-4c19-81c4-4b4c37ade63c,G,13,G13,1999-11-23,1999,4674.0,12.796714579055442,4.0,1500m,1500 meter,time,middle_distance,5:10.07,310.07,False,31007.0,,True,False,final,11.0
2012,Osterøy Stadion,2012-09-09,9ceb9975-63a3-4da9-9470-aa237a95ffe0,G,13,G13,1999-01-01,1999,5000.0,13.689253935660506,1.0,1500m,1500 meter,time,middle_distance,5:18.44,318.44,False,31844.0,,True,False,final,7.0
2012,Romerike Friidrettstadion,2012-09-09,2f7db65c-ad70-4936-92e7-9837bd19f411,G,13,G13,1999-02-21,1999,4949.0,13.54962354551677,1.0,1500m,1500 meter,time,middle_distance,5:23.26,323.26,False,32326.0,,True,False,final,12.0
2012,Osterøy Stadion,2012-09-09,21761991-dc1e-4f31-a521-c6fe9a6f5829,G,13,G13,1999-02-27,1999,4943.0,13.533196440793978,1.0,1500m,1500 meter,time,middle_distance,5:26.88,326.88,False,32688.0,,True,False,final,8.0
2012,Øverlands Minde,2012-09-09,1d17b19b-9496-437b-8be1-d06145726b40,G,13,G13,1999-09-12,1999,4746.0,12.993839835728952,3.0,1500m,1500 meter,time,middle_distance,5:28.17,328.17,False,32817.0,,True,False,final,5.0
2012,Øverlands Minde,2012-09-09,e1d9851b-f6b4-4c26-b792-fc6669841521,G,13,G13,1999-05-01,1999,4880.0,13.360711841204655,2.0,1500m,1500 meter,time,middle_distance,5:29.50,329.5,False,32950.0,,True,False,final,6.0
2012,Osterøy Stadion,2012-09-09,ada5d1c5-9e2c-4be8-9c5b-b9033c06daa8,G,13,G13,1999-04-04,1999,4907.0,13.434633812457221,2.0,1500m,1500 meter,time,middle_distance,5:34.45,334.45,False,33445.0,,True,False,final,9.0
2012,Osterøy Stadion,2012-09-09,83ca29b0-220c-4089-b6a4-79ed9b5f37b5,G,13,G13,1999-04-18,1999,4893.0,13.396303901437372,2.0,1500m,1500 meter,time,middle_distance,5:42.56,342.56,False,34256.0,,True,False,final,10.0
2012,Osterøy Stadion,2012-09-09,c7f92c44-4692-4129-8172-b129b9d786af,G,14,G14,1998-01-07,1998,5359.0,14.67214236824093,1.0,1500m,1500 meter,time,middle_distance,4:16.03,256.03,False,25603.0,,True,False,final,1.0
2012,Osterøy Stadion,2012-09-09,c6cfe6df-ea85-4a19-af95-a6198b47aa06,G,14,G14,1998-02-17,1998,5318.0,14.559890485968515,1.0,1500m,1500 meter,time,middle_distance,4:18.49,258.49,False,25849.0,,True,False,final,2.0
2012,Romerike Friidrettstadion,2012-09-09,2ff656bf-d4fd-4ffc-88f8-dac1c7490831,G,14,G14,1998-02-11,1998,5324.0,14.576317590691307,1.0,1500m,1500 meter,time,middle_distance,4:27.99,267.99,False,26799.0,,True,False,final,1.0
2012,Øverlands Minde,2012-09-09,f709d72a-953e-4161-9487-a99d9aca5ff9,G,14,G14,1998-07-15,1998,5170.0,14.154688569472963,3.0,1500m,1500 meter,time,middle_distance,4:35.24,275.24,False,27524.0,,True,False,final,1.0
2012,Romerike Friidrettstadion,2012-09-09,cc6893b1-16db-459f-8842-9afb544013da,G,14,G14,1998-05-12,1998,5234.0,14.329911019849419,2.0,1500m,1500 meter,time,middle_distance,4:35.78,275.78,False,27578.0,,True,False,final,2.0
2012,Øverlands Minde,2012-09-09,0e7379f2-ee21-489c-9c76-18c3f41d4806,G,14,G14,1998-08-15,1998,5139.0,14.069815195071868,3.0,1500m,1500 meter,time,middle_distance,4:39.40,279.4,False,27940.0,,True,False,final,2.0
2012,Romerike Friidrettstadion,2012-09-09,159a6fa4-bc7b-47a2-85ee-4a4ff7de527d,G,14,G14,1998-02-27,1998,5308.0,14.532511978097194,1.0,1500m,1500 meter,time,middle_distance,4:40.44,280.44,False,28044.0,,True,False,final,3.0
2012,Romerike Friidrettstadion,2012-09-09,b0f8c6dc-d4d0-49f8-ae5d-9d2e0a3a873b,G,14,G14,1998-06-14,1998,5201.0,14.239561943874058,2.0,1500m,1500 meter,time,middle_distance,4:44.14,284.14,False,28414.0,,True,False,final,4.0
2012,Romerike Friidrettstadion,2012-09-09,407e5430-c541-4fc9-890d-5586c0c05465,G,14,G14,1998-06-29,1998,5186.0,14.198494182067078,2.0,1500m,1500 meter,time,middle_distance,4:45.21,285.21,False,28521.0,,True,False,final,5.0
2012,Osterøy Stadion,2012-09-09,694ad095-c203-4560-927f-580bcf07614c,G,14,G14,1998-09-03,1998,5120.0,14.017796030116358,3.0,1500m,1500 meter,time,middle_distance,4:45.40,285.4,False,28540.0,,True,False,final,3.0
2012,Osterøy Stadion,2012-09-09,0ca1e62a-d07f-4566-94ef-09253e15a427,G,14,G14,1998-12-30,1998,5002.0,13.69472963723477,4.0,1500m,1500 meter,time,middle_distance,4:45.61,285.61,False,28561.0,,True,False,final,4.0
2012,Øverlands Minde,2012-09-09,5de3f757-caa3-40a3-a757-0757c797e0e2,G,14,G14,1998-06-21,1998,5194.0,14.220396988364135,2.0,1500m,1500 meter,time,middle_distance,4:50.94,290.94,False,29094.0,,True,False,final,3.0
2012,Romerike Friidrettstadion,2012-09-09,42f6a4de-886a-4f9a-8306-1d1c510dfc64,G,14,G14,1998-03-03,1998,5304.0,14.521560574948666,1.0,1500m,1500 meter,time,middle_distance,4:51.33,291.33,False,29133.0,,True,False,final,6.0
2012,Romerike Friidrettstadion,2012-09-09,ccb5b11d-652c-4eb9-b41c-6231b4f63b65,G,14,G14,1998-08-07,1998,5147.0,14.091718001368925,3.0,1500m,1500 meter,time,middle_distance,4:53.06,293.06,False,29306.0,,True,False,final,7.0
2012,Øverlands Minde,2012-09-09,7cc0ba19-71f4-4d2d-8d1f-46eab271ea11,G,14,G14,1998-08-09,1998,5145.0,14.08624229979466,3.0,1500m,1500 meter,time,middle_distance,4:54.25,294.25,False,29425.0,,True,False,final,4.0
2012,Øverlands Minde,2012-09-09,acc02ed4-1120-4c97-a671-53a71e1b178d,G,14,G14,1998-06-14,1998,5201.0,14.239561943874058,2.0,1500m,1500 meter,time,middle_distance,4:54.57,294.57,False,29457.0,,True,False,final,5.0
2012,Romerike Friidrettstadion,2012-09-09,938ac99f-9c9b-477d-bbc6-9794e04f253f,G,14,G14,1998-01-01,1998,5365.0,14.688569472963723,1.0,1500m,1500 meter,time,middle_distance,4:57.28,297.28,False,29728.0,,True,False,final,8.0
2012,Romerike Friidrettstadion,2012-09-09,5ff22e0b-e2ee-4fd3-8b4f-8fd925494f05,G,14,G14,1998-05-13,1998,5233.0,14.327173169062286,2.0,1500m,1500 meter,time,middle_distance,5:05.13,305.13,False,30513.0,,True,False,final,9.0
2012,Øverlands Minde,2012-09-09,25cc23ac-e657-4d2f-b756-549c0854f3b3,G,14,G14,1998-06-13,1998,5202.0,14.242299794661191,2.0,1500m,1500 meter,time,middle_distance,5:06.76,306.76,False,30676.0,,True,False,final,6.0
2012,Osterøy Stadion,2012-09-09,937fa4c3-2290-4ca1-a374-b38f2ae96ed2,G,14,G14,1998-08-10,1998,5144.0,14.08350444900753,3.0,1500m,1500 meter,time,middle_distance,5:06.80,306.8,False,30680.0,,True,False,final,5.0
2012,Romerike Friidrettstadion,2012-09-09,9b9477fe-d80d-43ae-b1c6-33a58291877f,G,14,G14,1998-06-24,1998,5191.0,14.212183436002737,2.0,1500m,1500 meter,time,middle_distance,5:07.94,307.94,False,30794.0,,True,False,final,10.0
2012,Romerike Friidrettstadion,2012-09-09,9fe1d0a6-0216-43ce-85b0-263e9c21a088,G,14,G14,1998-08-11,1998,5143.0,14.080766598220396,3.0,1500m,1500 meter,time,middle_distance,5:08.04,308.04,False,30804.0,,True,False,final,11.0
2012,Osterøy Stadion,2012-09-09,95ddd439-6991-46da-a424-13cb63c6cd89,G,14,G14,1998-02-07,1998,5328.0,14.587268993839835,1.0,1500m,1500 meter,time,middle_distance,5:09.94,309.94,False,30994.0,,True,False,final,6.0
2012,Romerike Friidrettstadion,2012-09-09,e203bfac-64f9-4596-9ecf-308838dadd3f,G,14,G14,1998-02-14,1998,5321.0,14.568104038329912,1.0,1500m,1500 meter,time,middle_distance,5:10.11,310.11,False,31011.0,,True,False,final,12.0
2012,Romerike Friidrettstadion,2012-09-09,1858423a-73fb-4c5a-a92c-8ebeb7ddd167,G,14,G14,1998-02-06,1998,5329.0,14.590006844626968,1.0,1500m,1500 meter,time,middle_distance,5:11.32,311.32,False,31132.0,,True,False,final,13.0
2012,Øverlands Minde,2012-09-09,a30029aa-846b-49f2-8f08-e39490a55693,G,14,G14,1998-04-11,1998,5265.0,14.414784394250514,2.0,1500m,1500 meter,time,middle_distance,5:14.06,314.06,False,31406.0,,True,False,final,7.0
2012,Romerike Friidrettstadion,2012-09-09,f7bb1f23-ef62-4172-9774-a43d8a80ee1c,G,14,G14,1998-05-19,1998,5227.0,14.310746064339494,2.0,1500m,1500 meter,time,middle_distance,5:18.81,318.81,False,31881.0,,True,False,final,14.0
2012,Romerike Friidrettstadion,2012-09-09,0738bdb6-49e6-421a-8cb6-52b8f88939bf,G,14,G14,1998-07-16,1998,5169.0,14.151950718685832,3.0,1500m,1500 meter,time,middle_distance,5:22.37,322.37,False,32237.0,,True,False,final,15.0
2012,Øverlands Minde,2012-09-09,fdbbb5b2-fdec-4e88-84f8-d34b66990d6f,G,14,G14,1998-03-24,1998,5283.0,14.464065708418891,1.0,1500m,1500 meter,time,middle_distance,5:30.90,330.9,False,33090.0,,True,False,final,8.0
2012,Øverlands Minde,2012-09-09,40b4c4d2-5add-4e44-a74e-f2e5c5571267,G,14,G14,1998-01-06,1998,5360.0,14.674880219028063,1.0,1500m,1500 meter,time,middle_distance,5:36.67,336.67,False,33667.0,,True,False,final,9.0
2012,Romerike Friidrettstadion,2012-09-09,e5b7892a-52c7-41f5-a3cb-c62bc103a155,G,14,G14,1998-09-04,1998,5119.0,14.015058179329227,3.0,1500m,1500 meter,time,middle_distance,5:59.12,359.12,False,35912.0,,True,False,final,16.0
2012,Osterøy Stadion,2012-09-09,517fed59-1846-4769-ab5b-ab974d9769e6,J,13,J13,1999-08-27,1999,4762.0,13.037645448323067,3.0,1500m,1500 meter,time,middle_distance,4:59.93,299.93,False,29993.0,,True,False,final,1.0
2012,Osterøy Stadion,2012-09-09,951f83a7-7412-46d3-b802-833526916136,J,13,J13,1999-02-13,1999,4957.0,13.571526351813826,1.0,1500m,1500 meter,time,middle_distance,5:03.43,303.43,False,30343.0,,True,False,final,2.0
2012,Osterøy Stadion,2012-09-09,1831f8d5-d888-4ada-a735-53d2b91cf6f4,J,13,J13,1999-10-02,1999,4726.0,12.93908281998631,4.0,1500m,1500 meter,time,middle_distance,5:03.59,303.59,False,30359.0,,True,False,final,3.0
2012,Øverlands Minde,2012-09-09,bcec8caf-506d-45f7-b94a-60be2c088ff5,J,13,J13,,1999,,,,1500m,1500 meter,time,middle_distance,5:07.71,307.71,False,30771.0,,True,False,final,1.0
2012,Romerike Friidrettstadion,2012-09-09,6189f4c4-9f82-4e84-bf4a-458f4feb6e8b,J,13,J13,1999-03-23,1999,4919.0,13.467488021902806,1.0,1500m,1500 meter,time,middle_distance,5:08.19,308.19,False,30819.0,,True,False,final,1.0
2012,Øverlands Minde,2012-09-09,2b941622-21e0-489d-9cfc-cb9dfbfb0ee3,J,13,J13,1999-03-27,1999,4915.0,13.456536618754278,1.0,1500m,1500 meter,time,middle_distance,5:12.48,312.48,False,31248.0,,True,False,final,2.0
2012,Romerike Friidrettstadion,2012-09-09,5de8901f-511b-4634-98db-2b13afbaa676,J,13,J13,1999-04-26,1999,4885.0,13.374401095140314,2.0,1500m,1500 meter,time,middle_distance,5:17.07,317.07,False,31707.0,,True,False,final,2.0
2012,Romerike Friidrettstadion,2012-09-09,e42cc302-b2fc-4bec-9069-aaca94d12001,J,13,J13,1999-03-31,1999,4911.0,13.44558521560575,1.0,1500m,1500 meter,time,middle_distance,5:19.68,319.68,False,31968.0,,True,False,final,3.0
2012,Romerike Friidrettstadion,2012-09-09,fc25f2e5-2290-4395-92b9-e8c65aff558d,J,13,J13,1999-05-06,1999,4875.0,13.347022587268993,2.0,1500m,1500 meter,time,middle_distance,5:21.43,321.43,False,32143.0,,True,False,final,4.0
2012,Romerike Friidrettstadion,2012-09-09,53ea0862-26e0-4d81-815a-22cf255a6b98,J,13,J13,1999-03-21,1999,4921.0,13.47296372347707,1.0,1500m,1500 meter,time,middle_distance,5:21.61,321.61,False,32161.0,,True,False,final,5.0
2012,Osterøy Stadion,2012-09-09,6bcbd4cb-ac95-4621-b2c0-97d3d040f49a,J,13,J13,1999-11-18,1999,4679.0,12.810403832991103,4.0,1500m,1500 meter,time,middle_distance,5:22.18,322.18,False,32218.0,,True,False,final,4.0
2012,Osterøy Stadion,2012-09-09,8c0dec3a-7e51-4233-9611-fb5df31cef74,J,13,J13,1999-12-05,1999,4662.0,12.763860369609857,4.0,1500m,1500 meter,time,middle_distance,5:24.38,324.38,False,32438.0,,True,False,final,5.0
2012,Øverlands Minde,2012-09-09,0d752912-ca97-4dcb-b181-7714db068c8e,J,13,J13,1999-03-26,1999,4916.0,13.45927446954141,1.0,1500m,1500 meter,time,middle_distance,5:25.11,325.11,False,32511.0,,True,False,final,3.0
2012,Osterøy Stadion,2012-09-09,e50f269a-e4ea-4afa-9c57-642a66b7ed6d,J,13,J13,1999-09-27,1999,4731.0,12.952772073921972,3.0,1500m,1500 meter,time,middle_distance,5:30.56,330.56,False,33056.0,,True,False,final,6.0
2012,Øverlands Minde,2012-09-09,4a689814-cf79-4589-b3eb-47adaad2d4e0,J,13,J13,,1999,,,,1500m,1500 meter,time,middle_distance,5:31.13,331.13,False,33113.0,,True,False,final,4.0
2012,Øverlands Minde,2012-09-09,98aa0398-4c4a-436d-883d-369d19e3ea67,J,13,J13,1999-12-13,1999,4654.0,12.7419575633128,4.0,1500m,1500 meter,time,middle_distance,5:31.92,331.92,False,33192.0,,True,False,final,5.0
2012,Øverlands Minde,2012-09-09,b47b29d8-75df-4d4a-9eaf-f1642b15fe84,J,13,J13,1999-08-01,1999,4788.0,13.1088295687885,3.0,1500m,1500 meter,time,middle_distance,5:35.11,335.11,False,33511.0,,True,False,final,6.0
2012,Øverlands Minde,2012-09-09,8b525e67-b575-4f49-98cc-cde68ca46803,J,13,J13,1999-02-11,1999,4959.0,13.57700205338809,1.0,1500m,1500 meter,time,middle_distance,5:35.29,335.29,False,33529.0,,True,False,final,7.0
2012,Romerike Friidrettstadion,2012-09-09,1705cc14-f02f-4cae-8d93-8ab41ec14772,J,13,J13,,1999,,,,1500m,1500 meter,time,middle_distance,5:35.80,335.8,False,33580.0,,True,False,final,6.0
2012,Osterøy Stadion,2012-09-09,660a4ddb-2f89-453a-97e6-61d6a942b604,J,13,J13,1999-11-18,1999,4679.0,12.810403832991103,4.0,1500m,1500 meter,time,middle_distance,5:36.61,336.61,False,33661.0,,True,False,final,7.0
2012,Øverlands Minde,2012-09-09,125264a5-6671-4c90-92e1-d60fa8792f56,J,13,J13,1999-05-12,1999,4869.0,13.330595482546201,2.0,1500m,1500 meter,time,middle_distance,5:37.19,337.19,False,33719.0,,True,False,final,8.0
2012,Romerike Friidrettstadion,2012-09-09,90cb1bc9-2545-456b-820d-706e3a96e1b8,J,13,J13,1999-06-27,1999,4823.0,13.204654346338124,2.0,1500m,1500 meter,time,middle_distance,5:38.79,338.79,False,33879.0,,True,False,final,7.0
2012,Øverlands Minde,2012-09-09,28728578-3845-419c-af95-166a01bc416f,J,13,J13,1999-08-30,1999,4759.0,13.02943189596167,3.0,1500m,1500 meter,time,middle_distance,5:45.49,345.49,False,34549.0,,True,False,final,9.0
2012,Øverlands Minde,2012-09-09,f1bc198a-dab2-4e04-a951-a10596c930c2,J,13,J13,1999-11-29,1999,4668.0,12.780287474332649,4.0,1500m,1500 meter,time,middle_distance,5:47.17,347.17,False,34717.0,,True,False,final,10.0
2012,Øverlands Minde,2012-09-09,5672ba12-8ffe-4545-b847-3c11aab9e74e,J,13,J13,,1999,,,,1500m,1500 meter,time,middle_distance,5:48.65,348.65,False,34865.0,,True,False,final,11.0
2012,Osterøy Stadion,2012-09-09,01d92bd4-25c6-4a62-89be-fab8d31fb1f9,J,13,J13,1999-03-14,1999,4928.0,13.492128678986996,1.0,1500m,1500 meter,time,middle_distance,5:48.73,348.73,False,34873.0,,True,False,final,8.0
2012,Øverlands Minde,2012-09-09,b9c17da1-a604-4828-bb27-52e295057991,J,13,J13,1999-09-02,1999,4756.0,13.021218343600275,3.0,1500m,1500 meter,time,middle_distance,5:49.87,349.87,False,34987.0,,True,False,final,12.0
2012,Romerike Friidrettstadion,2012-09-09,704bf5bc-a721-41c3-a797-184678230e26,J,13,J13,1999-06-20,1999,4830.0,13.22381930184805,2.0,1500m,1500 meter,time,middle_distance,5:51.14,351.14,False,35114.0,,True,False,final,8.0
2012,Osterøy Stadion,2012-09-09,b45d90ae-9ed1-4988-b5fd-7596d3093103,J,13,J13,,1999,,,,1500m,1500 meter,time,middle_distance,5:54.44,354.44,False,35444.0,,True,False,final,9.0
2012,Romerike Friidrettstadion,2012-09-09,aad904c7-25d5-46ae-8f9f-ac4c6a407886,J,13,J13,,1999,,,,1500m,1500 meter,time,middle_distance,5:54.62,354.62,False,35462.0,,True,False,final,9.0
2012,Romerike Friidrettstadion,2012-09-09,23b83b66-a7d0-40f6-944b-a611bfa336b4,J,14,J14,1998-05-20,1998,5226.0,14.30800821355236,2.0,1500m,1500 meter,time,middle_distance,4:52.70,292.7,False,29270.0,,True,False,final,1.0
2012,Romerike Friidrettstadion,2012-09-09,ec672d8f-9162-4815-8f48-2cf95e357582,J,14,J14,1998-11-19,1998,5043.0,13.806981519507186,4.0,1500m,1500 meter,time,middle_distance,4:53.69,293.69,False,29369.0,,True,False,final,2.0
2012,Romerike Friidrettstadion,2012-09-09,97cee3a1-db43-4f3f-b2d5-aa52622d4ce5,J,14,J14,1998-04-11,1998,5265.0,14.414784394250514,2.0,1500m,1500 meter,time,middle_distance,4:54.96,294.96,False,29496.0,,True,False,final,3.0
2012,Øverlands Minde,2012-09-09,38f703cd-4632-42f1-a8c7-554004f87bbf,J,14,J14,1998-01-04,1998,5362.0,14.680355920602327,1.0,1500m,1500 meter,time,middle_distance,4:58.99,298.99,False,29899.0,,True,False,final,1.0
2012,Øverlands Minde,2012-09-09,b31cf132-a94f-498e-b03f-adf56fb56450,J,14,J14,1998-04-29,1998,5247.0,14.365503080082135,2.0,1500m,1500 meter,time,middle_distance,5:00.50,300.5,False,30050.0,,True,False,final,2.0
2012,Romerike Friidrettstadion,2012-09-09,6f281eb9-da52-4aea-b0a0-a8a6f2d49e94,J,14,J14,1998-10-12,1998,5081.0,13.911019849418206,4.0,1500m,1500 meter,time,middle_distance,5:15.83,315.83,False,31583.0,,True,False,final,4.0
2012,Osterøy Stadion,2012-09-09,93d586d9-6703-446b-bbb0-8f98453e2e44,J,14,J14,1998-02-23,1998,5312.0,14.543463381245722,1.0,1500m,1500 meter,time,middle_distance,5:17.03,317.03,False,31703.0,,True,False,final,1.0
2012,Osterøy Stadion,2012-09-09,a2ccd6d1-8708-4cb8-b2ca-ce4ed2a2bf98,J,14,J14,1998-06-12,1998,5203.0,14.245037645448322,2.0,1500m,1500 meter,time,middle_distance,5:17.31,317.31,False,31731.0,,True,False,final,2.0
2012,Romerike Friidrettstadion,2012-09-09,e614479c-97bb-43e7-8b49-9e19581f1551,J,14,J14,1998-04-27,1998,5249.0,14.3709787816564,2.0,1500m,1500 meter,time,middle_distance,5:18.33,318.33,False,31833.0,,True,False,final,5.0
2012,Osterøy Stadion,2012-09-09,34b6ffe1-8621-404f-b773-6a204ad995f4,J,14,J14,1998-08-15,1998,5139.0,14.069815195071868,3.0,1500m,1500 meter,time,middle_distance,5:22.16,322.16,False,32216.0,,True,False,final,3.0
2012,Romerike Friidrettstadion,2012-09-09,b0d5efb3-0bf1-4a44-a021-dac4d92af6b5,J,14,J14,1998-01-05,1998,5361.0,14.677618069815194,1.0,1500m,1500 meter,time,middle_distance,5:25.15,325.15,False,32515.0,,True,False,final,6.0
2012,Romerike Friidrettstadion,2012-09-09,5f2559df-143a-473d-b2ea-cfc58944a7ab,J,14,J14,1998-06-08,1998,5207.0,14.255989048596852,2.0,1500m,1500 meter,time,middle_distance,5:27.56,327.56,False,32756.0,,True,False,final,7.0
2012,Øverlands Minde,2012-09-09,5ff5bacf-b523-4466-930b-7641ce174748,J,14,J14,1998-02-23,1998,5312.0,14.543463381245722,1.0,1500m,1500 meter,time,middle_distance,5:28.14,328.14,False,32814.0,,True,False,final,3.0
2012,Øverlands Minde,2012-09-09,f6a4f88c-a643-4ac1-bca7-844f233a5105,J,14,J14,,1998,,,,1500m,1500 meter,time,middle_distance,5:29.20,329.2,False,32920.0,,True,False,final,4.0
2012,Romerike Friidrettstadion,2012-09-09,11e37a9e-788f-4a2c-b4e1-42a25e6c4441,J,14,J14,1998-07-26,1998,5159.0,14.124572210814511,3.0,1500m,1500 meter,time,middle_distance,5:29.21,329.21,False,32921.0,,True,False,final,8.0
2012,Romerike Friidrettstadion,2012-09-09,7f3a74fd-038e-4d58-9f13-558b03e948df,J,14,J14,,1998,,,,1500m,1500 meter,time,middle_distance,5:29.80,329.8,False,32980.0,,True,False,final,9.0
2012,Romerike Friidrettstadion,2012-09-09,1d1f9f29-3001-4899-91e3-7b75a64f7996,J,14,J14,1998-01-05,1998,5361.0,14.677618069815194,1.0,1500m,1500 meter,time,middle_distance,5:31.42,331.42,False,33142.0,,True,False,final,10.0
2012,Osterøy Stadion,2012-09-09,b5c40a14-2050-4d68-bc2a-7d37c59eb326,J,14,J14,1998-10-04,1998,5089.0,13.932922655715263,4.0,1500m,1500 meter,time,middle_distance,5:34.45,334.45,False,33445.0,,True,False,final,4.0
2012,Osterøy Stadion,2012-09-09,7b1ea82f-58c0-4150-a5ce-736f91f7f6b6,J,14,J14,1998-10-25,1998,5068.0,13.875427789185489,4.0,1500m,1500 meter,time,middle_distance,5:36.72,336.72,False,33672.0,,True,False,final,5.0
